Common Name,Right Ascension (HH.MM.SS),Declination (DD.SS),"Magnitude (V, Visual)",Proper Motion RA (mas/yr),Proper Motion DEC (mas/yr),Alternative Names,URL
Nosaxa,06.40.017270,-48.3231042,8.07,26.524,29.689,"Nosaxa, CD–48 2430, HD 48265, HIP 31895, SAO 218115.",https://en.wikipedia.org/wiki/HD_48265
Nushagak,02.49.4448710,71.45116292,8.16,90.848,-33.013,"Nushagak, BD+71°171, HIP 13192, SAO 4737, GSC 04321-01320,   PPM 5099, TYC 4321-1320-1, AG+71 95",https://en.wikipedia.org/wiki/HD_17156
Nyamien,13.55.427120,-32.0934616,10.91,8.723,-22.328,"Nyamien, CD−31 10766, TOI-820, TIC 111991770, WASP-15, TYC 7283-1162-1, 2MASS J13554270-3209345",https://en.wikipedia.org/wiki/WASP-15
Násti,08.18.2217286,61.27385950,8.20,128.266,30.427,"Násti, BD+61°1038, HD 68988, HIP 40687, SAO 14494",https://en.wikipedia.org/wiki/HD_68988
Ogma,16.30.2961858,38.20503090,8.15,-77.963,52.682,"Ogma, BD+38°2787, HD 149026, HIP 80838, SAO 65349, TOI-2024, TIC 255930614, GSC 03063-01587",https://en.wikipedia.org/wiki/HD_149026
Orkaria,17.15.1893399,04.57500666,14.71,580.202,-749.713,"Orkaria, GJ 1214, G 139-21, LHS 3275, LSPM J1715+0457, NLTT 44431, TIC 467929202, 2MASS J17151894+0457496",https://en.wikipedia.org/wiki/GJ_1214
Parumleo,00.15.5080773,01.12015889,11.26,1.951,16.447,"Parumleo, TOI-4523, TIC 427332229, WASP-32, TYC 2-1155-1, 2MASS J00155080+0112016",https://en.wikipedia.org/wiki/WASP-32
Petra,20.12.401694,-02.0839187,11.939,-132.913,-50.683,"Petra, Gaia DR2 4223507222112425344, TYC 5165-481-1, GSC 05165-00481, 2MASS J20124017-0208391",https://en.wikipedia.org/wiki/WASP-80
Phoenicia,20.13.598456,-00.5200770,7.79,-62.730,260.819,"Phoenicia, V1703 Aquilae, BD−01° 3925, HD 192263, HIP 99711, HR 7288, SAO 144192, LTT 8003, NLTT 48902",https://en.wikipedia.org/wiki/HD_192263
Phyllon Kissinou,12.34.5108058,22.37453303,4.80,-58.89,28.31,"Phyllon Kissinou, 23 Com, BD+23°2475, FK5 1323, GC 17142, HD 109485, HIP 61394, HR 4789, SAO 82390, WDS J12349+2238",https://en.wikipedia.org/wiki/23_Comae_Berenices
Piautos,08.20.3213630,24.01203198,5.93,-20.843,-18.970,"Piautos, λ Cnc, 19 Cancri, BD+24°1909, HD 70011, HIP 40881, HR 3268, SAO 80113",https://en.wikipedia.org/wiki/Lambda_Cancri
Pincoya,18.03.0693302,-28.33383488,9.62,-34.658,-42.253,"Pincoya, CD–28° 14058, HD 164604, HIP 88414, SAO 186165, PPM 267742",https://en.wikipedia.org/wiki/HD_164604
Pleione,03.49.112166,24.0812157,4.77,19.496,-47.650,"Pleione, 28 Tau, BU Tau, BD+23°558, GC 4587, HD 23862, HIP 17851, HR 1180, SAO 76229",https://en.wikipedia.org/wiki/Pleione_(star)
Poerava,23.31.2033819,-58.12350324,7.82,181.160,-5.297,"Poerava, CD−58°8579, HD 221287, HIP 116084, SAO 247912, TYC 8838-463-1, 2MASS J23312032-5812350",https://en.wikipedia.org/wiki/HD_221287
Polaris Australis,21.08.4686357,-88.57233983,5.47,26.323,4.721,"Polaris Australis, σ Oct, CPD−89°47, FK5 923, HD 177482, HIP 104382, HR 7228, SAO 258857",https://en.wikipedia.org/wiki/Sigma_Octantis
Proxima Centauri,14.29.42946,-62.404616,10.43,-3781.741,769.465,"Alf Cen C, Alpha Centauri C, V645 Centauri, GJ 551, HIP 70890, CCDM J14396-6050C, LFT 1110, LHS 49, LPM 526, LTT 5721, NLTT 37460",https://en.wikipedia.org/wiki/Proxima_Centauri
Quadrans,15.03.4729565,47.39146228,4.70,-445.84,19.86,"Quadrans, i Boötis, 40 Boo, BD+48°2259, FK5 3182, GJ 575, HD 133640, HIP 73695, HR 5618, SAO 45357, ADS 9494, CCDM 15038+4739",https://en.wikipedia.org/wiki/44_Bo%C3%B6tis
Ramus,18.08.4549142,20.48524079,4.37,-1.92,-5.89,"Ramus, 102 Her, BD+20°3674, FK5 3443, HD 166182, HIP 88886, HR 6787, SAO 85769, WDS J18088+2049",https://en.wikipedia.org/wiki/102_Herculis
Rapeto,17.04.3087068,-43.18351661,7.39,110.654,-140.977,"Rapeto, CD–43°11380, HIP 83547, SAO 227597, PPM 322565, LTT 6814, GSC 07881-00474, 2MASS J17043086-4318351",https://en.wikipedia.org/wiki/HD_153950
Rasalnaqa,23.38.08200,43.160506,4.29,27.163,-1.246,"Rasalnaqa, ι And, 17 And, BD+42°4720, FK5 891, HD 222173, HIP 116631, HR 8965, SAO 53216, PPM 64473",https://en.wikipedia.org/wiki/Iota_Andromedae
Rosalíadecastro,16.32.51051,02.050538,7.89,-9.240,-86.678,"Rosalíadecastro, BD+02°3127, HD 149143, HIP 81022, SAO 121678, PPM 162774",https://en.wikipedia.org/wiki/HD_149143
Sagarmatha,11.35.5152322,-04.45205046,8.42,-11.535,35.586,"Sagarmatha, BD–03°3147, HD 100777, HIP 56572, SAO 138288, TYC 4933-678-1, 2MASS J11355152-0445204",https://en.wikipedia.org/wiki/HD_100777
Salm,23.20.3824188,23.44252098,4.58,29.45,-9.53,"Salm, 62 Pegasi, BD+22°4810, FK5 880, GC 32503, HIP 115250, HR 8880, HD 220061, SAO 91186",https://en.wikipedia.org/wiki/Tau_Pegasi
Segin,01.54.2373409,63.40123602,3.37,29.587,-18.387,"Segin, Epsilon Cas, ε Cas, 45 Cassiopeiae, BD+62 320, FK5 63, HD 11415, HIP 8886, HR 542, SAO 12031",https://en.wikipedia.org/wiki/Epsilon_Cassiopeiae
Sham,19.40.0579185,18.00500046,4.38,14.630,-20.160,"Sham, Alsahm, α Sge, 5 Sagittae, BD+17°4042, FK5 1133, GC 27215, HD 185758, HIP 96757, HR 7479, SAO 105120, PPM 136737, CCDM J19401+1801A, WDS J19401+1801A",https://en.wikipedia.org/wiki/Alpha_Sagittae
Shama,11.24.17359,-01.314467,9.10,-178.689,-159.528,"Shama, BD−00°2437, HD 99109, HIP 55664, SAO 138182",https://en.wikipedia.org/wiki/HD_99109
Sharjah,16.12.4177941,-18.52318117,11.34,36.447,-214.025,"Sharjah, HIP 79431, LP 804-27, NLTT 42226",https://en.wikipedia.org/wiki/HIP_79431
Shimu,00.47.20326,24.160184,3.92,-101.068,-80.276,"Shimu, ζ And, Zeta Andromedae, Zet And, 34 Andromedae, 34 And, BD+23 106, FK5 27, GC 940, HD 4502, HIP 3693, HR 215, SAO 74267, PPM 90149, CCDM J00473+2416A, WDS 00473+2416A",https://en.wikipedia.org/wiki/Zeta_Andromedae
Sika,19.22.52985,-32.550859,7.84,88.036,-415.197,"Sika, CD–33°14164, HD 181720, HIP 95262, SAO 211218, PPM 298918, LTT 7666, NLTT 47718, GCRV 69331, 2MASS J19225298-3255079",https://en.wikipedia.org/wiki/HD_181720
Situla,22.37.45381,-04.134100,5.030,-69.411,-119.631,"Situla, 63 Aquarii, BD−04 5716, FK5 1595, GC 31581, HD 214376, HIP 111710, HR 8610, SAO 146210, PPM 206585, WDS J22378-0414A",https://en.wikipedia.org/wiki/Kappa_Aquarii
Solaris,21.13.3599016,14.41217858,9.78,233.909,-0.360,"Solaris, AG+14 2370, BD+14 4559, HIP 104780, PPM 139779, LTT 16221",https://en.wikipedia.org/wiki/BD%2B14_4559
Solitaire,14.50.1730146,-27.57373385,4.42,-232.696,-60.118,"Solitaire, E Hya, 58 Hya, CD−27°10073, HD 130694, HIP 72571, HR 5526, SAO 182911, LTT 5887",https://en.wikipedia.org/wiki/58_Hydrae
Sterrennacht,23.39.058103,42.2757505,10.47,-20.202,2.996,"Sterrennacht, BD+41 4831, TOI-1373, TIC 176899385, TYC 3239-992-1, GSC 03239-00992, 2MASS J23390581+4227575, HAT-P-6",https://en.wikipedia.org/wiki/HAT-P-6
Stribor,08.53.5080524,33.03245206,8.03,-95.110,-28.503,"Stribor, BD+33°1776, HD 75898, HIP 43674, SAO 61116",https://en.wikipedia.org/wiki/HD_75898
Syrma,14.16.00868,-06.000197,4.08,-26.606,-414.866,"Syrma, 99 Vir, BD−05°3843, FK5 525, GJ 9473, HD 124850, HIP 69701, HR 5338, SAO 139824",https://en.wikipedia.org/wiki/Iota_Virginis
Sāmaya,21.38.0840401,-31.44149385,8.56,21.833,-82.314,"Samaya, CD−32° 16667, HD 205739, HIP 106824, SAO 213152, PPM 301636",https://en.wikipedia.org/wiki/HD_205739
Taiyi,12.55.28550015,65.26185079,5.225,-4.235,-30.174,"Taiyi, 8 Dra, IR Draconis, BD+66°778, FK5 486, HD 112429, HIP 63076, HR 4916, SAO 15941",https://en.wikipedia.org/wiki/8_Draconis
Tangra,23.09.5825,18.23459,11.58,17.567,18.639,"Tangra, TOI-5963, TIC 436478932, WASP-21, GSC 01715-00679, 2MASS J23095825+1823459",https://en.wikipedia.org/wiki/WASP-21
Tapecue,07.47.49720,-54.155092,8.10,148.628,-278.753,"Tapecue, CD−53°2007, HD 63765, HIP 38041, SAO 235521, PPM 336398, LTT 2952, NLTT 18486",https://en.wikipedia.org/wiki/HD_63765
Taygeta,03.45.1249578,24.28022097,4.30,21.24,-40.56,"q Tauri, 19 Tauri, HR 1145, HD 23338, BD+24°547, HIP 17531, SAO 76140, GC 4486, BDS 1848, CCDM 03452+2429",https://en.wikipedia.org/wiki/Taygeta
Tengshe,22.56.2599839,49.44007587,4.94,-0.649,-2.768,"Tengshe, V424 Lac, BD+48°3887, HR 8726, HD 216946, BD+48°3887, HIP 113288, SAO 52516",https://en.wikipedia.org/wiki/V424_Lacertae
Terebellum,19.55.5036255,-26.17576933,4.70,203.96,74.40,"Terebellum, ψ Sgr, 58 Sagittarii, CPD−26°6880, FK5 1629, GC 27583, GJ 770.1, GJ 9673, HD 188376, HIP 98066, HR 7597, SAO 188722, PPM 270451",https://en.wikipedia.org/wiki/Omega_Sagittarii
Tevel,07.20.404565,37.0826343,12.34,-9.796,-13.029,"Tevel, TOI-1731, TIC 371234684, TYC 2463-281-1, GSC 02463-00281, 2MASS J07204044+3708263, HAT-P-9",https://en.wikipedia.org/wiki/HAT-P-9
Tianfu,20.04.08315,07.164067,5.6799,14.201,12.049,"Tianfu, τ Aquilae, τ Aql, 63 Aquilae, BD+06 4416, FK5 1524, GC 27824, HD 190327, HIP 98823, HR 7669, SAO 125403, PPM 169262",https://en.wikipedia.org/wiki/Tau_Aquilae
Tianyi,12.47.3434473,66.47250977,5.43,6.674,-6.498,"Tianyi, 7 Dra, BD+67°764, FK5 3020, HD 111335, HIP 62423, HR 4863, SAO 15902",https://en.wikipedia.org/wiki/7_Draconis
Timir,16.28.28151,-13.235869,6.903,-37.413,3.049,"BD−13°4437, HIP 80687, PPM 231736, SAO 159932",https://en.wikipedia.org/wiki/HD_148427
Titawin,01.36.5040476,41.23321228,4.10,-172.437,-383.824,"Titawin, 50 Andromedae, BD+40 332, CCDM 01367+4125, FK5 1045, GC 1948, GCTP 331.00, Gl 61, HD 9826, HIP 7513, HR 458, LTT 10561, SAO 37362, PPM 44216, WDS 01368+4124A, 2MASS J01364784+4124200, Gaia DR2 348020448377061376",https://en.wikipedia.org/wiki/Upsilon_Andromedae
Tonatiuh,12.05.151172,76.5420643,5.78,147.183,-92.464,"Tonatiuh, BD+77°461, FK5 451, GC 16514, HD 104985, HIP 58952, HR 4609, SAO 7500, NLTT 29548",https://en.wikipedia.org/wiki/HD_104985
Torcular,01.45.2363185,09.09278530,4.27,72.98,39.30,"Torcular, Torcularis Septentrionalis, ο Psc, 110 Piscium, BD+08°273, FK5 60, GC 2139, HD 10761, HIP 8198, HR 510, SAO 110110, PPM 144950",https://en.wikipedia.org/wiki/Omicron_Piscium
Tuiren,12.33.039061,44.5455196,12.26,-11.622,8.138,"Tuiren, Gaia DR3 1541532207133249920, TYC 3020-2221-1, 2MASS J12330390+4454552",https://en.wikipedia.org/wiki/HAT-P-36
Tupã,12.25.462674,-64.0119516,6.994,-182.666,-60.693,"Tupã, CD−63°757, CPD−63°2270, GC 16944, HIP 60644, LTT 4696, SAO 251899",https://en.wikipedia.org/wiki/HD_108147
Tupi,03.39.4309600,-52.54570174,7.12,-192.838,-92.021,"Tupi, CD–53°738, GC 4401, HD 23079, HIP 17096, SAO 233208, LTT 1739",https://en.wikipedia.org/wiki/HD_23079
Uklun,11.44.5046086,-58.42133580,7.47,-63.574,-70.331,"Uklun, CD–58°4207, HD 102117, HIP 57291, SAO 239348",https://en.wikipedia.org/wiki/HD_102117
Uruk,19.32.0416092,16.28274431,8.97,63.452,15.508,"Uruk, BD+16°3883, HD 231701, HIP 96078, SAO 104946",https://en.wikipedia.org/wiki/HD_231701
Uúba,23.54.4020731,-37.37405244,9.76,247.634,-69.752,"Uúba, CD−38 15670, CPD−38 8578, HIP 117883, SAO 214854, PPM 304331, LTT 9779, NLTT 58368, TOI-193, TIC 183985250, TYC 8015-1162-1, 2MASS J23544020-3737408, WISEA J235440.43-373741.2",https://en.wikipedia.org/wiki/LTT_9779
Veritate,23.31.1741325,39.14103147,5.22,286.898,-84.043,"Veritate, 14 And, NSV 14599, BD+38°5023, GC 32703, HD 221345, HIP 116076, HR 8930, SAO 73311, PPM 88889, 2MASS J23311742+3914102",https://en.wikipedia.org/wiki/14_Andromedae
Wattle,09.53.4007656,-45.39330572,12.312,-35.457,17.378,"Wattle, TOI-655, TIC 35516889, WASP-19, GSC 08181-01711, 2MASS J09534008-4539330, USNO-B1.0 0443-00193111",https://en.wikipedia.org/wiki/WASP-19
Wouri,21.00.0619682,-05.05400349,9.87,33.778,-93.581,"Wouri, BD−05 5432, WASP-69, TYC 5200-1560-1, GSC 05200-01560, 2MASS J21000618-0505398",https://en.wikipedia.org/wiki/WASP-69
Wurren,01.08.2308,-55.14447,3.9,20.87,30.64,"Wurren, HR 338, CD−55°267, CPD−55°241, HD 6882, SAO 232306, HIP 5348.",https://en.wikipedia.org/wiki/Zeta_Phoenicis
Xihe,18.43.36109,36.332378,6.04,20.946,58.198,"Xihe, AG+36 1680, BD+36 3246, GC 25640, HD 173416, HIP 91852, HR 7043, SAO 67292, PPM 81707, TYC 2649-1153-1, GCRV 11177, GSC 02649-01153, IRAS 18418+3630, 2MASS J18433610+3633237",https://en.wikipedia.org/wiki/HD_173416
Xuange,14.16.23018,46.051790,4.18,-187.698,159.309,"Xuange, λ Boo, 19 Boötis, BD+46°1949, FK5 527, GC 19273, GJ 3837, HD 125162, HIP 69732, HR 5351, SAO 44965",https://en.wikipedia.org/wiki/Lambda_Bo%C3%B6tis
Yildun,17.32.1299671,86.35112584,4.36,10.17,53.97,"Yildun, Vildiur, Gildun, δ UMi, 23 Ursae Minoris, BD+86°269, FK5 913, GC 24236, HD 166205, HIP 85822, HR 6789, SAO 2937",https://en.wikipedia.org/wiki/Delta_Ursae_Minoris
Yunü,10.07.542701,09.5951025,4.39,-82.021,-64.844,"Yunü, 31 Leo, BD+10°2112, HD 87837, HIP 49637, HR 3980, SAO 98964",https://en.wikipedia.org/wiki/31_Leonis
Zhang,09.51.2869384,-14.50477710,4.12,18.88,-21.85,"Zhang, upsilon1 Hya, 39 Hydrae, BD−14°2963, HD 85444, HIP 48356, HR 3903, SAO 155542",https://en.wikipedia.org/wiki/Upsilon1_Hydrae
Zibal,03.15.5002656,-08.49110220,4.80,-0.35,46.10,"Zibal, ζ Eri, 13 Eri, FK5 1091, HD 20320, HIP 15197, HR 984, SAO 130387, BD−09°624, WDS J03158-0849A",https://en.wikipedia.org/wiki/Zeta_Eridani
